,Movie,Year,IMDB,Metascore,Vote,Runtime,Genre
1930,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
1931,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
1932,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
1933,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
1934,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
1935,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
1936,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
1937,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
1938,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
1939,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
1940,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
1941,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
1942,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
1943,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
1944,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
1945,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
1946,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
1947,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
1948,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
1949,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
1950,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
1951,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
1952,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
1953,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
1954,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
1955,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
1956,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
1957,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
1958,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
1959,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
1960,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
1961,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
1962,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
1963,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
1964,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
1965,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
1966,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
1967,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
1968,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
1969,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
1970,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
1971,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
1972,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
1973,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
1974,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
1975,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
1976,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
1977,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
1978,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
1979,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
1980,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
1981,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
1982,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
1983,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
1984,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
1985,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
1986,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
1987,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
1988,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
1989,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
1990,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
1991,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
1992,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
1993,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
1994,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
1995,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
1996,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
1997,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
1998,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
1999,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2000,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2001,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2002,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2003,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2004,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2005,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2006,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2007,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2008,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2009,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2010,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2011,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2012,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2013,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2014,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2015,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2016,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2017,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2018,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2019,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2020,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2021,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2022,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2023,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2024,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2025,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2026,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2027,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2028,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2029,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2030,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2031,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2032,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2033,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2034,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2035,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2036,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2037,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2038,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2039,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2040,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2041,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2042,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2043,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2044,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2045,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2046,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2047,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2048,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2049,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2050,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2051,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2052,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2053,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2054,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2055,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2056,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2057,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2058,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2059,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2060,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2061,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2062,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2063,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2064,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2065,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2066,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2067,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2068,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2069,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2070,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2071,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2072,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2073,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2074,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2075,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2076,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2077,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2078,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2079,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2080,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2081,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2082,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2083,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2084,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2085,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2086,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2087,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2088,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2089,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2090,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2091,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2092,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2093,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2094,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2095,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2096,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2097,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2098,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2099,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2100,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2101,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2102,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2103,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2104,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2105,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2106,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2107,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2108,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2109,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2110,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2111,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2112,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2113,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2114,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2115,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2116,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2117,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2118,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2119,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2120,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2121,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2122,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2123,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2124,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2125,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2126,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2127,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2128,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2129,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2130,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
2131,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
2132,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
2133,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
2134,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
2135,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
2136,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
2137,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
2138,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
2139,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
2140,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
2141,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
2142,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
2143,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
2144,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
2145,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
2146,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
2147,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
2148,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
2149,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
2150,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
2151,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
2152,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
2153,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
2154,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
2155,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
2156,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
2157,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
2158,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
2159,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
2160,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
2161,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
2162,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
2163,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
2164,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
2165,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
2166,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
2167,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
2168,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
2169,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
2170,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
2171,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
2172,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
